Time,19-Mar-21,20-Mar-21,21-Mar-21,22-Mar-21,23-Mar-21,24-Mar-21,25-Mar-21
11:09:00 am,-0.000313435,-0.000282235,-0.000243235,-0.000286135,-0.000258835,-0.000418735,-0.000317335
11:14:00 am,-0.000278335,-0.000247135,-0.000383635,-0.000254935,-0.000290035,-0.000379735,-0.000340735
11:19:00 am,-0.000321235,-0.000286135,0.000275465,-0.000282235,-0.000286135,-0.000340735,-0.000379735
11:24:00 am,-0.000313435,-0.000258835,-0.000258835,-0.000305635,-0.000290035,-0.000332935,-0.000321235
11:29:00 am,-0.000313435,-0.000309535,-0.000286135,-0.000282235,-0.000258835,-0.000375835,-0.000371935
11:34:00 am,-0.000344635,-0.000317335,0.000228665,-0.000305635,-0.000317335,-0.000329035,-0.000325135
11:39:00 am,-0.000325135,-0.000336835,-0.000290035,-0.000434335,-0.000340735,-0.000332935,-0.000321235
11:44:00 am,-0.000329035,-0.000274435,-0.000286135,-0.000305635,-0.000290035,-0.000301735,-0.000309535
11:49:00 am,-0.000301735,-0.000258835,-0.000293935,-0.000258835,-0.000325135,-0.000321235,-0.000313435
11:54:00 am,-0.000313435,-0.000278335,-0.000239335,-0.000403135,-0.000309535,-0.000356335,-0.000375835
11:59:00 am,-0.000356335,-0.000387535,-0.000321235,-0.000313435,-0.000379735,-0.000286135,-0.000348535
12:04:00 pm,-0.000375835,-0.000368035,-0.000352435,-0.000414835,-0.000379735,-0.000340735,-0.000317335
12:09:00 pm,-0.000329035,-0.000301735,-0.000293935,-0.000313435,-0.000488935,-0.000293935,-0.000336835
12:14:00 pm,-0.000336835,-0.000348535,-0.000348535,-0.000313435,-0.000274435,-0.000336835,-0.000321235
12:19:00 pm,-0.000356335,-0.000305635,-0.000305635,-0.000348535,-0.000336835,-0.000274435,-0.000301735
12:24:00 pm,-0.000387535,-0.000254935,-0.000348535,-0.000340735,-0.000313435,-0.000352435,-0.000293935
12:29:00 pm,-0.000301735,-0.000297835,-0.000293935,-0.000387535,-0.000344635,-0.000360235,-0.000262735
12:34:00 pm,-0.000270535,-0.000293935,-0.000379735,-0.000371935,-0.000387535,-0.000313435,-0.000336835
12:39:00 pm,-0.000332935,-0.000325135,-0.000309535,-0.000352435,-0.000258835,-0.000379735,-0.000352435
12:44:00 pm,-0.000282235,-0.000293935,-0.000344635,-0.000348535,-0.000313435,-0.000383635,-0.000399235
12:49:00 pm,-0.000309535,-0.000325135,-0.000293935,-0.000379735,-0.000356335,-0.000356335,-0.000368035
12:54:00 pm,0.000322265,-0.000254935,-0.000360235,-0.000325135,-0.000293935,-0.000364135,-0.000325135
12:59:00 pm,-0.000368035,-0.000371935,-0.000274435,-0.000329035,-0.000251035,-0.000395335,-0.000325135
1:04:00 pm,-0.000290035,-0.000286135,-0.000371935,-0.000266635,-0.000481135,-0.000352435,-0.000332935
1:09:00 pm,-0.000305635,-0.000297835,-0.000286135,-0.000348535,-0.000336835,-0.000325135,-0.000422635
1:14:00 pm,-0.000371935,-0.000375835,-0.000262735,-0.000293935,-0.000297835,-0.000375835,-0.000391435
1:19:00 pm,-0.000329035,-0.000368035,-0.000371935,-0.000371935,-0.000325135,-0.000371935,-0.000297835
1:24:00 pm,-0.000317335,-0.000329035,0.000255965,-0.000309535,-0.000278335,-0.000352435,-0.000313435
1:29:00 pm,-0.000348535,-0.000309535,-0.000375835,-0.000336835,-0.000348535,-0.000442135,-0.000321235
1:34:00 pm,-0.000301735,-0.000247135,-0.000266635,-0.000340735,-0.000266635,-0.000325135,-0.000395335
1:39:00 pm,-0.000243235,-0.000282235,-0.000278335,-0.000274435,-0.000332935,-0.000360235,-0.000313435
1:44:00 pm,-0.000286135,-0.000286135,-0.000352435,-0.000356335,-0.000438235,-0.000360235,-0.000290035
1:49:00 pm,-0.000391435,-0.000274435,-0.000364135,-0.000348535,-0.000356335,-0.000301735,-0.000360235
1:54:00 pm,-0.000305635,-0.000414835,-0.000290035,-0.000286135,-0.000368035,-0.000457735,-0.000325135
1:59:00 pm,0.000314465,-0.000297835,-0.000239335,-0.000313435,-0.000348535,-0.000352435,-0.000325135
2:04:00 pm,-0.000254935,-0.000274435,-0.000332935,-0.000293935,-0.000286135,-0.000375835,-0.000325135
2:09:00 pm,-0.000446035,-0.000282235,-0.000329035,-0.000301735,-0.000313435,-0.000332935,-0.000348535
2:14:00 pm,-0.000282235,-0.000297835,-0.000297835,-0.000293935,-0.000336835,-0.000469435,-0.000418735
2:19:00 pm,0.000322265,-0.000407035,-0.000270535,-0.000243235,-0.000297835,-0.000293935,-0.000352435
2:24:00 pm,-0.000235435,-0.000410935,-0.000336835,-0.000305635,-0.000321235,-0.000403135,-0.000356335
2:29:00 pm,-0.000395335,-0.000282235,-0.000262735,-0.000251035,-0.000344635,-0.000321235,-0.000340735
2:34:00 pm,-0.000348535,-0.000297835,-0.000270535,-0.000317335,-0.000340735,-0.000379735,-0.000407035
2:39:00 pm,-0.000344635,-0.000352435,-0.000262735,-0.000317335,-0.000258835,-0.000329035,-0.000399235
2:44:00 pm,-0.000278335,-0.000262735,-0.000332935,-0.000290035,-0.000293935,-0.000290035,-0.000332935
2:49:00 pm,-0.000340735,-0.000254935,-0.000297835,-0.000282235,-0.000282235,-0.000368035,-0.000344635
2:54:00 pm,-0.000266635,-0.000379735,-0.000290035,0.000365165,-0.000293935,-0.000321235,-0.000325135
2:59:00 pm,-0.000336835,-0.000348535,-0.000344635,-0.000387535,-0.000368035,-0.000371935,-0.000293935
3:04:00 pm,-0.000313435,-0.000274435,-0.000243235,-0.000297835,-0.000336835,-0.000293935,-0.000371935
3:09:00 pm,-0.000329035,-0.000270535,-0.000278335,-0.000332935,-0.000305635,-0.000371935,-0.000364135
3:14:00 pm,-0.000356335,-0.000317335,-0.000227635,-0.000364135,-0.000301735,-0.000352435,-0.000332935
3:19:00 pm,-0.000247135,-0.000368035,-0.000309535,-0.000301735,-0.000391435,-0.000371935,-0.000395335
3:24:00 pm,-0.000325135,-0.000297835,-0.000290035,-0.000254935,-0.000336835,-0.000340735,-0.000336835
3:29:00 pm,-0.000290035,-0.000379735,-0.000278335,-0.000403135,-0.000399235,-0.000422635,-0.000313435
3:34:00 pm,-0.000379735,-0.000290035,-0.000336835,-0.000364135,-0.000360235,-0.000383635,-0.000368035
3:39:00 pm,-0.000274435,-0.000262735,-0.000251035,-0.000379735,-0.000313435,-0.000395335,-0.000329035
3:44:00 pm,-0.000352435,-0.000360235,-0.000329035,-0.000243235,-0.000278335,-0.000344635,-0.000340735
3:49:00 pm,-0.000313435,-0.000270535,-0.000371935,-0.000309535,-0.000321235,-0.000422635,-0.000434335
3:54:00 pm,-0.000313435,-0.000321235,-0.000368035,-0.000297835,-0.000235435,-0.000368035,-0.000340735
3:59:00 pm,-0.000243235,-0.000321235,-0.000247135,-0.000352435,-0.000321235,-0.000301735,-0.000500635
4:04:00 pm,-0.000290035,-0.000375835,-0.000290035,-0.000391435,-0.000301735,-0.000344635,-0.000391435
4:09:00 pm,-0.000278335,-0.000290035,-0.000297835,-0.000375835,-0.000278335,-0.000371935,-0.000344635
4:14:00 pm,-0.000325135,-0.000219835,-0.000293935,-0.000360235,-0.000336835,-0.000286135,-0.000321235
4:19:00 pm,-0.000340735,-0.000254935,-0.000329035,-0.000313435,-0.000321235,-0.000344635,-0.000383635
4:24:00 pm,-0.000313435,-0.000329035,-0.000305635,-0.000317335,-0.000371935,-0.000410935,-0.000364135
4:29:00 pm,-0.000317335,-0.000305635,-0.000262735,-0.000321235,-0.000356335,-0.000793135,-0.000410935
4:34:00 pm,-0.000379735,-0.000274435,-0.000278335,-0.000340735,-0.000348535,-0.000352435,-0.000352435
4:39:00 pm,-0.000430435,-0.000321235,-0.000301735,-0.000219835,-0.000329035,-0.000371935,-0.000344635
4:44:00 pm,-0.000410935,-0.000512335,-0.000368035,-0.000290035,-0.000356335,-0.000379735,-0.000325135
4:49:00 pm,-0.000332935,-0.000274435,-0.000356335,-0.000266635,-0.000344635,-0.000430435,-0.000383635
4:54:00 pm,-0.000313435,-0.000317335,-0.000293935,-0.000395335,-0.000290035,-0.000297835,-0.000305635
4:59:00 pm,-0.000348535,-0.000325135,-0.000243235,-0.000329035,-0.000317335,-0.000383635,-0.000360235
5:04:00 pm,-0.000321235,-0.000278335,-0.000317335,-0.000293935,0.000314465,-0.000383635,-0.000457735
5:09:00 pm,-0.000305635,-0.000344635,-0.000395335,-0.000360235,-0.000336835,-0.000379735,-0.000336835
5:14:00 pm,-0.000282235,-0.000282235,-0.000254935,-0.000348535,-0.000379735,-0.000329035,-0.000422635
5:19:00 pm,-0.000336835,-0.000286135,-0.000313435,-0.000368035,-0.000407035,-0.000430435,-0.000325135
5:24:00 pm,-0.000321235,-0.000321235,-0.000286135,-0.000329035,-0.000430435,-0.000270535,-0.000356335
5:29:00 pm,-0.000383635,-0.000329035,-0.000274435,-0.000290035,-0.000262735,-0.000340735,-0.000309535
5:34:00 pm,-0.000340735,-0.000282235,-0.000301735,-0.000274435,-0.000395335,-0.000313435,-0.000368035
5:39:00 pm,-0.000290035,-0.000305635,-0.000325135,-0.000278335,-0.000336835,-0.000329035,-0.000352435
5:44:00 pm,-0.000317335,-0.000387535,-0.000317335,-0.000332935,-0.000356335,-0.000449935,-0.000356335
5:49:00 pm,-0.000278335,-0.000387535,-0.000270535,-0.000344635,-0.000305635,-0.000360235,-0.000309535
5:54:00 pm,-0.000391435,-0.000340735,-0.000239335,-0.000278335,-0.000274435,-0.000262735,-0.000309535
5:59:00 pm,-0.000321235,-0.000301735,-0.000286135,-0.000278335,-0.000368035,-0.000348535,-0.000344635
6:04:00 pm,-0.000344635,-0.000457735,-0.000329035,-0.000282235,-0.000266635,-0.000387535,-0.000371935
6:09:00 pm,-0.000278335,-0.000313435,-0.000469435,-0.000368035,-0.000325135,-0.000313435,-0.000336835
6:14:00 pm,-0.000313435,-0.000301735,-0.000309535,-0.000317335,-0.000262735,-0.000364135,-0.000336835
6:19:00 pm,-0.000379735,-0.000286135,-0.000371935,-0.000297835,-0.000309535,-0.000414835,-0.000325135
6:24:00 pm,-0.000278335,-0.000332935,-0.000313435,-0.000356335,-0.000313435,-0.000375835,-0.000371935
6:29:00 pm,-0.000317335,-0.000282235,-0.000516235,-0.000313435,-0.000258835,-0.000434335,-0.000352435
6:34:00 pm,-0.000364135,-0.000371935,-0.000340735,-0.000290035,-0.000352435,-0.000371935,-0.000321235
6:39:00 pm,-0.000321235,-0.000297835,-0.000282235,-0.000356335,-0.000387535,-0.000364135,-0.000383635
6:44:00 pm,-0.000325135,-0.000371935,-0.000313435,-0.000286135,-0.000332935,-0.000348535,-0.000391435
6:49:00 pm,-0.000336835,-0.000371935,-0.000340735,-0.000301735,-0.000251035,-0.000352435,-0.000383635
6:54:00 pm,-0.000317335,-0.000223735,-0.000364135,-0.000344635,-0.000375835,-0.000340735,-0.000301735
6:59:00 pm,-0.000395335,-0.000254935,-0.000317335,-0.000336835,-0.000309535,-0.000524035,-0.000364135
7:04:00 pm,-0.000297835,-0.000282235,-0.000352435,-0.000379735,-0.000278335,-0.000407035,-0.000352435
7:09:00 pm,-0.000258835,-0.000313435,-0.000418735,-0.000313435,-0.000266635,-0.000317335,-0.000383635
7:14:00 pm,-0.000309535,-0.000325135,-0.000251035,-0.000266635,-0.000301735,-0.000321235,-0.000446035
7:19:00 pm,-0.000317335,-0.000332935,-0.000301735,-0.000336835,-0.000309535,-0.000383635,-0.000270535
7:24:00 pm,-0.000293935,-0.000274435,-0.000352435,-0.000286135,-0.000364135,-0.000321235,-0.000286135
7:29:00 pm,-0.000387535,-0.000270535,-0.000371935,-0.000243235,-0.000336835,-0.000410935,-0.000364135
7:34:00 pm,-0.000325135,-0.000352435,-0.000360235,-0.000305635,-0.000407035,-0.000317335,-0.000317335
7:39:00 pm,-0.000329035,-0.000317335,0.000310565,-0.000364135,-0.000286135,-0.000329035,-0.000446035
7:44:00 pm,-0.000251035,-0.000266635,-0.000309535,-0.000266635,-0.000356335,-0.000368035,-0.000305635
7:49:00 pm,-0.000332935,-0.000270535,-0.000309535,-0.000340735,-0.000368035,-0.000360235,-0.000282235
7:54:00 pm,-0.000262735,-0.000305635,-0.000278335,-0.000290035,-0.000442135,-0.000504535,-0.000282235
7:59:00 pm,-0.000379735,-0.000274435,-0.000317335,-0.000360235,0.000528965,-0.000344635,-0.000325135
8:04:00 pm,-0.000336835,-0.000297835,-0.000332935,-0.000301735,-0.000290035,-0.000313435,-0.000344635
8:09:00 pm,-0.000270535,-0.000321235,-0.000251035,-0.000247135,-0.000286135,-0.000254935,-0.000309535
