Time,19-Mar-21,20-Mar-21,21-Mar-21,22-Mar-21,23-Mar-21,24-Mar-21,25-Mar-21
12:03:00 am,0.000717399,0.000635499,0.000600399,0.000526299,0.000666699,0.000623799,0.000596499
12:08:00 am,0.000553599,0.000686199,0.000701799,0.000744699,0.000791499,0.000588699,0.000627699
12:13:00 am,0.000608199,0.000658899,0.000686199,0.000658899,0.000748599,0.000686199,0.000569199
12:18:00 am,0.000639399,0.000764199,0.000729099,0.000580899,0.000623799,0.000561399,0.000701799
12:23:00 am,0.000557499,0.000783699,0.000732999,0.000651099,0.000537999,0.000717399,0.000588699
12:28:00 am,0.000604299,0.000573099,0.000682299,0.000647199,0.000682299,0.000729099,0.000686199
12:33:00 am,0.000662799,0.000631599,0.000600399,0.000670599,0.000612099,0.000682299,0.000709599
12:38:00 am,0.000615999,0.000580899,0.000690099,0.000713499,0.000565299,0.000693999,0.000678399
12:43:00 am,0.000721299,0.000662799,0.000807099,0.000608199,0.000690099,0.000631599,0.000541899
12:48:00 am,0.000612099,0.000596499,0.000830499,0.000795399,0.000619899,0.000760299,0.000639399
12:53:00 am,0.000573099,0.000651099,0.000670599,0.000662799,0.000510699,0.000518499,0.000678399
12:58:00 am,0.000506799,0.000592599,0.000732999,0.000838299,0.000619899,0.000623799,0.000565299
1:04:00 am,0.000576999,0.000697899,0.000670599,0.000573099,0.000631599,0.000678399,0.000615999
1:08:00 am,0.000686199,0.000612099,0.000678399,0.000584799,0.000662799,0.000643299,0.000635499
1:13:00 am,0.000573099,0.000651099,0.000647199,0.000623799,0.000662799,0.000654999,0.000826599
1:18:00 am,0.000623799,0.000561399,0.000612099,0.000658899,0.000686199,0.000596499,0.000573099
1:23:00 am,0.000732999,0.000678399,0.000666699,0.000651099,0.000502899,0.000666699,0.000584799
1:28:00 am,0.000584799,0.000619899,0.000697899,0.000736899,0.000608199,0.000869499,0.000678399
1:33:00 am,0.000573099,0.000639399,0.000717399,0.000612099,0.000639399,0.000635499,0.000596499
1:38:00 am,0.000588699,0.000713499,0.000627699,0.000666699,0.000619899,0.000658899,0.000662799
1:44:00 am,0.000580899,0.000674499,0.000740799,0.000705699,0.000557499,0.000752499,0.000588699
1:49:00 am,0.000600399,0.000740799,0.000822699,0.000678399,0.000561399,0.000619899,0.000491199
1:53:00 am,0.000643299,0.000693999,0.000596499,0.000619899,0.000651099,0.000857799,0.000580899
